oona;Forme variable et finlandaise irlandaise de Ú NA.;
klaus;Victoire du peuple (grec).;
thiago;Variante du TIAGO.;
dong;Chine : Est; hiver.;
rajender;Variante du RAJENDRA.;
walton;D'un nom de famille qui a été à l'origine pris du Vieil endroit(place) anglais divers nomme la signification "la ville de courant(de cours d'eau)", "la ville en bois", ou "la ville murale".;
gobinet;;
tammi;Variante du TAMMY.;
rufino;Italien, forme espagnole et portugaise de RUFINUS.;
killian;Contestation ou église (irlandais).;
michelina;Forme féminine et italienne de Michel. Vient de l'hébreu "mi-kha-El" Signifie : "qui est comme Dieu" Se fête le 19 juin.;
rubye;Variante du RUBY.;
pilib;;
sherley;Variante du SHIRLEY.;
dietfried;signifie "paix des gens(du peuple)" des éléments Germaniques þ Eud "les gens"("le peuple") et frid "paix, protection".;
micheline;Qui est comme Dieu (hébreu).;
gottfrid;Forme suédoise de Godfrey.;
lyudmila;;
mika;Qui est comme Dieu (hébreu).;
karaugh;;
mervin;Variante de Mervyn.;
mike;Qui est comme Dieu (hébreu).;
olyvia;Variante d'OLIVIA.;
keithia;;
miki;;
suresh;Transcription moderne de SURESHA.;
octavian;Du nom romain Octavianus, qui a été tiré du nom OCTAVIUS.;
rorie;Variante de Rory.;
sammie;Diminutif de SAMUEL, SAMSON ou SAMANTHA.;
anson;D'un nom de famille signifiant "fils d'AGNES".;
afia;sauvegarde divine.;
colombain;;
terance;;
peadar;;
tuulikki;signifie "peu de vent" en finlandais, tiré de tuuli "vent".;
dora;Don de Dieu (grec).;
elvin;Ami de tous (germanique).;
ivette;;
luitpold;Variante allemande de LEOPOLD.;
margaid;;
jarrett;D'un nom de famille qui était une variante de GARRETT.;
hiroshi;Japon : généreux.;
slawomir;;
costanzo;Forme italienne de CONSTANS.;
elvis;Sage (scandinave).;
grigore;Forme roumaine de Grégory.;
tammy;Version courte de TAMARA et les autres noms commençant par Tam.;
teodor;Don de Dieu (grec).;
klava;;
grigori;Veilleur, vigilant (latin).;
nelly;Éclat du soleil (grec).;
karyn;;
aidan;Petit feu (celte).;
cierra;;
alethea;;
damhnait;;
thabo;;
ottavia;Huitième (latin).;
nsonowa;signifie "septième enfant né" en Akan.;
kassandra;Qui aide les hommes (grec).;
nelle;Variante de NELL.;
calvin;Chauve (latin).;
fathiyya;;
gudrun;;
earl;Du titre aristocratique, qui provient du Vieil anglais eorl "le noble, le guerrier".;
cheng;Chine : Accompli.;
luc;Lumière (latin).;
jahan;Signifie "le monde" en persan.;
nigelia;;
modestus;signifie "modéré, restreint(retenu)" en Dernier(Tardif) latin. Ceci était le nom de plusieurs saints.;
patti;Variante de Patty.;
constantia;;
moishe;Forme yiddish de Moïse.;
allan;Beau, calme (celte).;
nowell;Du nom de famille Nowell (une variante de NOËL).;
mimi;;
raimunde;Forme féminine allemande de RAYMOND.;
lux;;
bine;;
jovita;;
luz;Forme espagnole de Lucie. Vient du latin "lux", signifie "lumière" Se fête le 13 Décembre.;
patsy;Noble personne (germanique).;
raimundo;Forme espagnole et portugaise de RAYMOND.;
alaric;Roi de tous (germanique).;
simona;Qui est exaucée(hébreu).;
jamaar;Variante du JAMAR.;
simone;Qui est exaucée (hébreu).;
alejandra;;
prunella;Prénom inspiré du fruit du prunellier. Se fête le 5 octobre. ;
feivel;Diminutif de FEIBUSH.;
diederik;Forme hollandaise de THEODORIC.;
jamaal;La transcription Variante du JAMAL.;
zora;Fleur, blancheur lumineuse (arabe).;
doru;Tiré de roumain dor signification "de désir"(regret").;
mavis;;
mila;Miracles (espagnol). Aimée du peuple (slave).;
sequoia;Du nom des arbres énormes qui grandissent en Californie.;
aleksandr;Forme russe et arménien de ALEXANDER.;
prue;;
bill;Protecteur résolu (germanique).;
lisha;;
milo;Travailleur (germanique).;
bile;Peut-être une forme irlandaise de Belenus, si elle peut dériver d'un mot irlandais signifiant "héros".;
ricarda;Espagnol et allemand forme féminine de RICHARD.;
ulyssa;Forme féminine d'ULYSSE.;
patty;Noble personne (germanique).;
nolene;Forme Élaborée de NOLA.;
henye;;
adelle;;
awstin;Forme galloise d'Austin.;
diederick;Variante hollandaise de DIEDERIK.;
basemath;;
charlot;Diminutif français de CHARLES.;
lazarus;Forme Latinisée (de Lazaros), une forme grecque d'ELEAZAR utilisé en Nouveau Testament.;
philbert;Vient du germain "fili et berht" Signifie "beaucoup et brillant" Se fête le 20 août.;
neelam;Variante du transcription NILAM.;
salvalus;;
culhwch;signifie "cachette du porc" en gallois.;
dory;Prénom d'origine arabe. Signifie: "qui brille d'un vif éclat, fort, robuste";
harish;Transcription moderne de HARISHA.;
guendolen;;
shelley;D'un nom de famille qui a été à l'origine tiré d'un nom d'endroit(de place) signifiant "dégageant sur une banque(rive)" en Vieil anglais.;
safira;signifie "comme un saphir" en Espéranto.;
bharat;Transcription moderne de BHARATA.;
monte;Diminutif de MONTGOMERY.;
indy;Diminutif de l'INDIANA.;
monta;;
odelia;Forme d'ODILIA.;
quyen;;
rosalinda;Rose (latin).;
tovah;La transcription Variante du TOVA.;
philadelphia;;
constancia;;
bosmat;;
harith;signifie "bon fournisseur" en arabe.;
petrina;;
nicomedo;Forme italienne de NIKOMEDES.;
maegan;;
maeja;;
minh;signifie "brillant, intelligent" en Vietnamien.;
soledad;Solitude (espagnol).;
ming;Chine : Qui brille, lumineux, clair; après une dynastie.;
shanice;Combinaison des éléments de nom populaires Shan et glace.;
raffaello;Dieu a guéri (hébreu).;
asherah;;
alejandro;Défense de l'humanité (grec).;
giffard;D'un nom de famille anglais qui a été tiré du nom donné Germanique GEBHARD.;
dudel;Diminutif de DAVID yiddish.;
torgeir;;
berit;;
binh;;
doug;Rivière bleue foncée (celte).;
constantin;Constant (latin).;
raffaella;Dieu a guéri (hébreu).;
talya;signifie "rosée de Dieu" en Hébreu.;
jepson;D'un nom de famille anglais qui a signifié "le fils de JEP".;
rahat;signifie "le repos, consolez" en l'arabe.;
tierra;;
sabah;Beauté fraîche comme le matin (arabe).;
tancred;La forme normande d'un nom Germanique signifiant "la pensée et le conseil", tiré du merci d'éléments "a pensé" et rad "le conseil".;
mina;Diminutif et dérivé de jasmin. Vient du persan "yâsimîn" Arbuste à fleurs jaunes. Se fête le 5 octobre.;
parvanah;;
paul;Petit (latin).;
fiera;;
lyn;;
hannelore;;
ryan;Petit roi (irlandais).;
london;;
ralphie;Diminutif de RALPH.;
habib;Aimé, généreux (arabe).;
rahim;signifie "sorte, compatissant" en arabe.;
adorinda;;
magdalen;;
deniece;;
patxi;Forme basque de FRANCIS.;
yermolai;Forme russe du HERMOLAOS.;
gauhar;;
inga;;
claude;Boiteux (latin).;
shanika;Combinaison des éléments de nom populaires Shan et ka.;
phyliss;;
eustacia;;
cailin;;
teofil;Forme polonaise de Théophile.;
yevgeniya;Forme russe du EUGENIA.;
kolleen;;
mahalia;Prénom dérivé de Marie. Vient de l'hébreu "mar'yäm" Signifie : "princesse de la mer" Se fête le 15 août.;
monty;Variante du MONTE.;
raelyn;Combinaison de RAE et le suffixe de nom populaire Lyn.;
alessandro;Défense de l'humanité (grec).;
emilia;Travailleuse (germanique).;
shaindel;Diminutif de SHAYNA.;
inez;;
emilie;Travailleuse (germanique).;
eryn;;
alessandra;Défense de l'humanité (grec).;
senga;Parfois, a expliqué que l'anagramme de AGNES, mais plus probablement dérivé du gaélique Seang "mince".;
karyna;;
patya;Diminutif d'IPATI.;
feroze;La transcription Variante du FIRUZ.;
fenton;D'un nom de famille qui a été à l'origine pris d'un nom d'endroit(de place) signifiant "la ville de marais" en Vieil anglais.;
geltrude;;
colombe;La colombe (latin).;
julija;;
emilio;Travailleur (germanique).;
phemie;;
chuck;Diminutif de CHARLES.;
karesinda;;
misi;Diminutif de MIHLY.;
eppie;;
pradeep;;
aldrick;;
kirill;Forme russe de Cyril.;
rameses;De l'Egyptien Rmssu signifiant "le fils de Ra", composé du nom de Dieu égyptien suprême RA combiné avec la racine égyptienne mes "le fils" ou mesu "être né".;
ylva;Signifie "la louve", une dérivée de Vieux norrois ú Lfr "le loup".;
eadan;;
johnathon;Variante du JONATHAN.;
abdul-rahman;La transcription Variante du ABD-AL-RAHMAN.;
jozefo;Forme d'espéranto de JOSEPH.;
maisie;;
charissa;;
chandler;D'un nom de famille professionnel qui a signifié "le vendeur de bougie" en Moyen anglais, en fin de compte du Vieux français.;
hasim;signifie "décisifs" en arabe.;
jayden;;
ricardo;Puissant gouverneur (germanique).;
jozefa;;
bellona;;
dwight;D'un nom de famille anglais qui a été tiré du nom féminin médiéval Diot, un diminutif de Dionysia, la forme féminine de DIONYSIUS.;
katariina;;
prince;;
pepca;Slovène diminutif de Jozefa.;
henri;Maître de maison (germanique).;
whitaker;D'un nom de famille qui a été tiré d'un nom d'endroit(de place) signifiant "le champ(domaine) blanc" en Vieil anglais.;
erebus;La forme Latinisée des grecs (Erebos) qui signifie "l'obscurité inférieure".;
afon;;
gwynn;Variante du GWYN.;
jessi;;
eustache;Récolte abondante (grec).;
alexandru;Forme roumaine de ALEXANDER.;
jesse;Un présent (hébreu).;
henry;Maître de maison (germanique).;
inge;Fille de héros (scandinave).;
deforest;D'un nom de famille français signifiant "de la forêt".;
abdul-aziz;La transcription Variante Abd-al-Aziz.;
addie;;
mira;Celle qui élève (hébreu).;
tiarnan;Forme irlandaise moderne de TIGHEARNN.;
aegle;;
alexandra;Défense de l'humanité (grec).;
hakeem;La transcription Variante du HAKIM.;
rachele;Brebis (hébreu).;
zaida;Prénom d'origine arabe. Signifie: "accroissement, abondance";
juraj;Forme croate et Slovaque de GEORGE.;
hallvard;Variante du HALVARD.;
sharyl;Variante de Cheryl.;
alexandre;Défense de l'humanité (grec).;
rodger;Variante de ROGER.;
sharyn;Variante du SHARON.;
ataullah;;
gardenia;;
xander;Forme abrégée d'Alexandre.;
devon;Buf (irlandais).;
raheem;La transcription Variante du RAHIM.;
deena;;
cambria;;
inka;;
libor;Forme tchèque de LIBERIUS.;
euclid;Du nom grec (Eukleides), tiré "de gloire" "bonne" et (kleos) grecque.;
lucinde;Lumière (latin).;
armin;Forme moderne d'ARMINIUS.;
evfrosyne;;
gwandoya;signifie "ont rencontré la misère" en Luganda.;
francene;;
ruben;"C'est un fils !" (hébreu).;
cledwyn;Tiré de l'élément gallois caled "à la dure" combiné avec Gwyn "blanc, juste, béni".;
savanna;Variante de Savannah.;
karan;Ami (breton).;
karam;;
bogumil;Possible forme médiévale slave de BOGUMI.;
sasha;Défense de l'humanité (grec).;
roque;Reposé (germanique).;
calvagh;Forme Anglicisée de CALBHACH.;
bonnie;Belle (écossais/anglais).;
reynold;Qui gouverne avec sagesse (germanique).;
sashi;La transcription Variante du SHASHI.;
tovia;;
prema;;
rajendra;signifie "le lord(seigneur) de rois", tiré du Sanscrit (le raja) "le roi" s'est combiné avec le nom de Dieu hindou INDRA, utilisé ici pour signifier "le lord"(seigneur").;
rayna;Une forme bulgare de REGINA ou une forme féminine de RAYNO.;
glynn;Variante de Glyn.;
abital;;
thalia;Fleurissant (grec).;
lorelle;;
lucinda;Lumière (latin).;
juliet;De la famille romaine de Iule (latin).;
jesus;Dieu sauve (hébreu).;
suman;signifie "avis(esprit) bien disposé, bon", tiré du préfixe Sanscrit (su) "bon" et (manas) "avis"("esprit").;
julien;De la famille romaine de Iule (latin).;
inbar;;
zaira;;
afra;Terre colorée (arabe).;
roydon;D'un nom de famille qui a été à l'origine tiré d'un nom d'endroit(de place) signifiant "la colline de seigle", du Vieil anglais ryge "le seigle" et "la colline" brune grisâtre.;
travers;Du nom de famille TRAVERS.;
patrik;La forme de Patricius (voir PATRICK).;
ermentraude;;
gayle;;
tamar;Signifie "le palmier" en l'Hébreu.;
rosamond;Variante de Rosamund, en usage depuis le Moyen Age.;
fabienne;Fève (latin).;
klaas;Forme courte allemande et hollandaise basse de NICHOLAS.;
myfanwy;;
shaquille;Variante du Shakil.;
ghadir;;
lissa;;
filiberto;Qui aime les chevaux (grec).;
jabril;La transcription Variante du Jibril.;
esau;;
gayla;;
mae;Chef, prince (celte).;
mai;Lumineuse (japonais). Prunier (vietnamien). Celle qui élève (hébreu).;
thales;Tiré de grec (thallo) la signification "pour fleurir".;
lexia;Prénom dérivé d'Adélaïde et d'Alix. Vient du germain "Adal et Hild" Signifie: "noble et combat" Se fête le 9 janvier ;
jonathon;Variante du JONATHAN.;
melania;Forme italienne de Mélanie. Vient du grec "melanos" Signifie : "brun, noir" Se fête le 26 janvier.;
lexie;;
afua;;
melanie;Noir, peau brune (grec).;
tatyanna;Variante de Tatiana.;
mat;Forme abrégée de Matthieu.;
hannah;Grâce (hébreu).;
may;Perle (grec). Celle qui élève (hébreu).;
max;Le plus grand (latin).;
kakalina;;
gladwin;D'un nom de famille qui a été tiré du Vieil anglais le nom donné GL Æ DWINE.;
rhea;La forme Latinisée de grec ' (Rheia), signifiant inconnu, peut-être lié à ' (rheo) "pour couler" ou (l'ère) "la raison"(terre").;
eiluned;;
sabia;Forme Latinisée de SADB.;
marianna;Combinaison de Marie et Anna.;
iolana;;
marianne;Combinaison de Marie et Anne.;
rheinallt;Forme galloise de Reynold.;
laoise;;
louise;Illustre au combat (germanique).;
arsenios;signifie "virils" en grec.;
louisa;Illustre au combat (germanique).;
pankraz;Forme allemande de PANCRATIUS.;
shulamith;La transcription Variante du SULAMITE.;
akinyi;;
sabas;Vient de l'hébreu "Saba" Nom d'un peuple sud arabique. Se fête le 24 avril.;
cyriacus;La forme Latinisée du nom grec (Kyriakos), qui a signifié "du lord(seigneur)" (tiré du grec (kyrios) "le lord"(seigneur")).;
myrrine;;
rajneesh;Variante du transcription Rajnish.;
bethuel;signifie "homme de Dieu" en Hébreu.;
ervin;Forme hongroise et croate d'ERWIN.;
kenelm;Du Vieux nom anglais Cenhelm, qui a été composé des éléments cene "le gras, aigu" et le gouvernail "le casque".;
nigel;De Nigellus, une forme Latinisée médiévale de NEIL.;
oedipus;La forme Latinisée des grecs (Oidipous), signifiant "le pied gonflé" (d'oideo) "pour se gonfler" et "le pied" (pous).;
wright;D'un nom de famille professionnel signifiant "artisan", en fin de compte de Vieil anglais wyrhta.;
xochiquetzal;signifie "fleurissent la plume" en Nahuatl.;
armel;Prince, ours (celte).;
ebbe;Diminutif d'EBERHARD et d'autres noms commençant par l'élément Germanique eber signification "de sanglier".;
jaydon;Variante de Jaden.;
maeva;Bienvenue (tahitien).;
karel;Pur (grec).;
mahalah;Variante du Mahla utilisé en la version King James de l'Ancien Testament.;
adelia;Vient du germain "Adal" Signifie: "noble" Se fête le 24 décembre.;
karen;Pure (grec).;
kazimir;Tchèque, forme Slovaque et hongroise de CASIMIR.;
howell;Forme Anglicisée de HYWEL.;
hasan;Beau (arabe).;
romain;Romain (latin).;
candace;;
carolina;Fort et viril (germanique).;
caroline;Fort et viril (germanique).;
viorel;Tiré de roumain viorea signification "de campanule".;
elenora;;
julian;De la famille romaine de Iule (latin).;
zaina;Prénom d'origine arabe. Signifie: "belle et parée";
josceline;;
ebba;;
millie;Diminutif d'Emilie. Du latin "aemulus" Signifie : "émule" Se fête le 19 septembre.;
jaxon;Variante de JACKSON.;
cassiopea;Large constellation d'étoiles en la voie lactée (grec).;
louie;Diminutif de LOUIS.;
sudarshana;Forme féminine de SUDARSHAN.;
isabell;;
evaristus;De grec (Euaristos) qui signifie "bien agréable", tiré "de bon, bien" et "la complaisance" (arestos).;
meg;Perle (grec).;
damiano;Dompter (grec).;
mei;Chine : Prune; belle.;
abishai;signifie "mon père sont un cadeau" en l'Hébreu.;
dosia;;
fanny;Libre (latin).;
mel;Prénom d'origine anglo-saxonne. Vient du gaël "mael" Signifie : " prince, chef" Se fête le 6 février.;
abishag;;
klaes;Forme courte frisonne de NICHOLAS.;
herakles;signifie "la gloire de Héra" du nom de la déesse HÉRA se sont combinés avec "la gloire" (kleos) grecque.;
louis;Illustre au combat (germanique).;
germaine;De même sang (latin).;
petrica;;
yasmine;Fleur de jasmin (arabe).;
arisztid;Forme hongroise d'ARISTIDES.;
jurij;Forme slovène de GEORGE.;
hannes;Dieu fait grâce (hébreu).;
yasmina;Fleur de jasmin (arabe).;
lauraine;;
titus;Je rends honneur (grec).;
mirembe;;
esmund;Variante du ESMOND.;
maeve;Variante de Maeva. Prénom d'origine canaque, Signifie : "bienvenu" Se fête le 6 septembre.;
maddison;;
marlyn;;
titty;Diminutif de LETITIA.;
luvinia;;
elisaveta;;
eser;;
opal;De l'opale de mot anglaise pour la pierre précieuse irisée, la pierre porte-bonheur d'octobre.;
pasquale;Passage (hébreu).;
seppel;Diminutif allemand de JOSEPH.;
damiana;;
mercy;;
eshe;;
rodolphe;Loup renommé (germanique).;
milos;Plaisant (grec).;
fahima;intelligente, vive.;
gintaras;Signifie "l'ambre" en Lithuanien.;
minako;;
monat;;
herbert;Soldat glorieux (germanique).;
aranka;;
shmuel;Forme hébraïque de SAMUEL.;
idwal;signifie "le lord(seigneur) du mur", tiré du gallois udd "le lord(seigneur), le prince" s'est combiné avec gwal "le mur, le rempart".;
jerzy;Labourer le sol (grec).;
pericles;Du nom grec (Perikles), qui a été tiré des éléments grecs (peri) "autour, en l'excès" et "la gloire" (kleos).;
alfonsina;;
folant;Forme galloise de Valentine.;
zsuzsanna;Forme hongroise de SUSANNA.;
wladyslaw;Vient du slave "vladi et slava" Signifie : "qui possède et gloire" Se fête le 27 juin.;
arndt;Forme courte allemande d'ARNOLD.;
mahendra;signifie "grand(super) Indra" de Sanscrit (maha) "grand"("super") combiné avec le nom de Dieu hindou INDRA.;
zoran;Forme masculine de ZORA.;
viveka;"le discernement".;
eber;Vieille forme irlandaise d'ÉIBHEAR.;
jawahir;;
jamesina;;
cherilyn;;
eben;Forme abrégée d'Ebenezer.;
nannie;Diminutif d'ANNE.;
agnes;Chaste, pure (grec).;
shireen;Variante de la transcription de Shirin.;
isaia;Forme italienne d'ISAIAH.;
murrough;Forme Anglicisée de MURCHADH.;
parsifal;Forme allemande de PERCIVAL.;
saddam;signifie "celui qui confronte" en l'arabe.;
athena;en la mythologie grecque, Athéna est la fille de Zeus.;
kourtney;;
azuolas;;
kelsi;;
peony;Du mot anglais pour le type de fleur.;
mia;Celle qui élève (hébreu).;
wenceslas;Gloire immense (slave).;
evron;Forme yiddish d'Éphraïm.;
folami;;
goraidh;Forme écossaise de Godfrey.;
bindy;;
breanne;;
into;Signifie "l'enthousiasme" en finlandais.;
lilavati;;
billie;Prénom dérivé de Guillaume. Vient du germain "wil et helm" Signifie : "volonté et casque" Se fête le 10 janvier.;
hermione;Soldat (germanique).;
takako;;
breanna;;
edwige;Richesse, combat (germanique).;
zvonko;Diminutif de ZVONIMIR.;
channing;;
prosper;Avec bonheur (latin).;
trixie;Diminutif de BEATRIX.;
hovsep;Forme arménienne de JOSEPH.;
jaycob;Variante du JACOB.;
wenzeslaus;Forme allemande de VáCLAV, via la forme Latinisée Venceslaus.;
akira;intelligent.;
talia;Fleurissant (grec).;
kurtis;Variante du CURTIS.;
xochilt;Variante du Xochitl.;
neoptolemus;Du grec (Neoptolemos) qui a signifié "la nouvelle guerre", tiré "de la guerre" "nouvelle" et (polemos) (neos).;
mukesh;Transcription moderne de MUKESHA.;
velda;Signifiant inconnu, probablement une dérivée de l'élément Germanique wald la signification "le pouvoir(la puissance), règne".;
beryl;Pierre précieuse vert-pâle (grec).;
fabiola;Fève (latin).;
todor;Forme hongroise de THEODORE.;
latonya;;
esin;Prénom d'origine turc. Signifie: "belle et parée";
anupam;signifie "incomparable, incomparable" en Sanscrit.;
diane;Divine (latin).;
berry;Variante du BARRY.;
naveed;La transcription Variante du Navid.;
adamina;;
aravinda;La transcription Variante du Aravind.;
richie;Diminutif de RICHARD.;
mihammad;Variante de la transcription de Muhammad.;
naveen;La transcription Variante du NAVIN.;
nicole;Victoire du peuple (grec).;
diann;;
monet;;
pacey;D'un nom de famille anglais qui a été tiré de l'endroit(la place) français nomment Pacy, lui-même tiré de Gaulish le nom donné de signification inconnue.;
grahame;D'un nom de famille qui était une variante de GRAHAM.;
phaedrus;;
ailbhe;;
averill;;
preben;;
anaru;Forme maorie d'ANDREW.;
diana;Divine (latin).;
marlon;Faucon (anglais).;
harriett;;
lenore;;
sibylla;Grec et forme de Latinate de SIBYLLE.;
lenora;Prénom dérivé d' Eléonore. Vient du grec "el et enor" Signifie : "richesse et honneur" Se fête le 25 juin.;
l�ontine;Lion (latin).;
berta;Brillante, illustre (germanique).;
akiko;;
sibylle;Prophétesse (grec).;
sopheap;signifie "doux, approprié" en Khmer.;
femi;Version courte de Olufemi.;
mariamne;;
nicola;Victoire du peuple (grec).;
laurentius;Forme romaine antique de LAURENCE.;
pelageya;Forme russe de Pelagia.;
fabrice;Fabricateur (latin).;
gwenneth;;
anass;Sociable, sympathique (arabe).;
gorka;Forme basque de GEORGE.;
meiriona;;
queenie;Diminutif de REINE.;
roxane;Aube (perse).;
anath;signifie "répondent" en l'Hébreu.;
polly;;
brigham;D'un nom de famille qui a été à l'origine tiré de l'endroit(la place) nomme la signification "le règlement(l'implantation) de pont" en Vieil anglais.;
imogen;;
romano;Romain (latin).;
roxana;Aube (perse).;
avila;;
sharif;signifie "éminent, vertueux" en arabe.;
allon;Signifie "le chêne" en l'Hébreu. Ce nom est mentionné brièvement en l'Ancien Testament.;
amethyst;;
onora;Forme irlandaise de HONORA.;
erwan;If (celte).;
romana;Romaine (latin).;
barlaam;;
aristodemos;Tiré des éléments grecs (aristos) "le mieux" et (démonstrations) "les gens(le peuple)".;
leonidas;Lion (latin).;
xyleena;;
zackary;Variante du ZACHARY.;
inkeri;;
arnau;Forme catalane d'ARNOLD.;
atarah;;
vercingetorix;signifie "roi sur guerriers" de Gaulish ver "sur, sur" combiné avec cingeto "hommes marchants au pas, guerriers" et "roi" rix.;
anatu;;
romane;Romaine (latin).;
stian;Forme moderne de RUE Í GANDR.;
marcelle;Dédiée à Mars, Dieu romain de la guerre.;
rhetta;Forme féminine de RHETT.;
akakios;signifie "innocent, pas mal" de grec, un préfixe négatif, combiné avec "mal" (kake).;
rhonwen;Signifie "la lance juste" ou "des cheveux clairs" en gallois.;
marcella;Dédiée à Mars, Dieu romain de la guerre.;
marcello;Dédiée à Mars, Dieu romain de la guerre.;
tabatha;Variante de Tabitha.;
britney;;
jancsi;Diminutif de JáNOS.;
tyriq;Probablement un mélange de Tyrone et Tariq.;
sherman;D'un nom de famille signifiant "tondent l'homme" en Vieil anglais, dénotant à l'origine une personne qui coupe du tissu.;
gruffud;Variante du Gruffudd.;
tyrik;Variante du TYRIQ.;
zahra;Fleur, blancheur lumineuse (arabe).;
dewey;Forme galloise de DAVID.;
beate;Forme germanique de Béatrice. ient du latin "béatus", signifie : "heureux" Se fête le 13 février.;
gordana;;
eldon;;
caterina;Pure (grec).;
moa;;
beata;;
ireland;;
japheth;Du nom hébreu (Yefet) signification "d'agrandi".;
jovanka;;
anand;Bonheur suprême.;
torvald;;
bernt;Forme scandinave de BERNARD.;
anani;signifie "mon nuage" en Hébreu.;
sunshine;Du mot anglais, en fin de compte de Vieil anglais sunne "soleil" et scinan "éclat".;
wotan;Variante du WODAN.;
senan;Forme Anglicisée de SEANN.;
anaitis;;
bernd;Forme abrégée de Bernhard.;
fern;;
althea;Vient du latin "althéa" Signifie : " nom d'une fleur mauve" Prénom d'origine mythologique. Se fête le 5 octobre. ;
berna;;
feri;Diminutif de FERENC.;
menashe;Forme hébraïque de MANASSEH.;
azura;;
kuba;Polonais diminutif de JAKUB.;
jinny;;
azure;Vient de l'arabe "lazaward" Signifie : "bleu lumineux" Se fête le 11 mai.;
sharla;Variante du Charla.;
emilee;;
isaac;Rire (hébreu).;
thucydides;Du nom grec (Thoukydides), tiré (de theou) "de Dieu" et "gloire" (kydos).;
headley;Variante du HEDLEY.;
ryszard;Forme polonaise de RICHARD.;
drusilla;Personnage biblique du nouveau testament.;
retha;Version courte de MARGARETHA.;
zsa zsa;Forme hongroise de JEANNETTE.;
patryk;Forme polonaise de Patricius (voir PATRICK).;
mahmood;La transcription Variante du MAHMUD.;
jazmine;;
socrates;Salut et paix (grec).;
axel;Mon père est paix (hébreu).;
edwina;Riche amie (anglais).;
marigold;;
roscoe;D'un nom de famille anglais, à l'origine tiré d'un nom d'endroit(de place), qui a signifié "bois de biche" en Vieux norrois.;
sence;Variante du Vieux Sanchia.;
keelan;;
friedhold;signifie "dirigeant(règle) paisible", tiré des éléments Germaniques frid "paix" et wald "règle"("autorité").;
celia;Aveugle (latin). Se rapporte également au patronyme Caecili, nom d'une famille aristocrate romaine ayant vécu au premier siècle.;
ozanne;;
masood;;
kukka;;
lynwood;Variante du LINWOOD.;
remigio;Rameur (latin).;
dorofei;Variante du transcription DOROFEY.;
skye;Du nom de l'Île de Skye de la côte ouest de l'Ecosse.;
stina;Scandinavian forme courte de Christina et les autres noms se terminant par Stina.;
celio;Aveugle (latin). Se rapporte également au patronyme Caecili, nom d'une famille aristocrate romaine ayant vécu au premier siècle.;
essa;La transcription Variante de la norme ISA.;
mstislav;signifie "vengeance et gloire" des éléments Slaves mshcha "vengeance" et "gloire" slave.;
maybelle;;
lotta;;
vinnie;Diminutif de VINCENT.;
kallikrates;signifie "beau pouvoir(puissance)", tiré des éléments grecs (kallos) "beauté" et (kratos) "pouvoir"("puissance").;
martyna;;
velma;Probablement une variante de WILMA, sur la base de la prononciation allemande de ce nom.;
solveig;Gardienne du foyer (vieux scandinave).;
yehudi;;
illtyd;signifie "multitude de terrain(terre)" de gallois il "multitude" et tud "terrain(terre), les gens(le peuple)".;
purushottam;;
leandra;Vient du latin "leo et du grec andros" Signifie : "homme lion" Se fête le 27 février.;
monroe;D'un nom de famille écossais signifiant "de la bouche du Chevreuil".;
mollie;;
alexander;Défense de l'humanité (grec).;
mykhaylo;Variante du transcription Mykhailo.;
amaterasu;;
xochitl;;
sharma;signifie "protection, confort, joie" en Sanscrit.;
leandro;Homme, lion (grec).;
kelleigh;;
krystina;Prénom dérivé de Christine. Vient du latin "christianus" Signifie : "disciple du christ" Se fête le 24 juillet.;
sharon;Plaine déserte (hébreu).;
allen;Variante du ALAN.;
krystine;;
casimiro;Espagnol, portugais et italien sous forme de CASIMIR.;
lotus;;
monna;;
eliana;Voir Éliane.;
marley;;
rahab;signifie "spacieux" en Hébreu.;
gusta;;
laurentine;Prénom dérivé de Laurent. Vient du latin "laurus", signifie "laurier" Se fête le 10 août.;
wahida;l'unique.;
sarra;Forme grecque et latine biblique de SARAH.;
yardena;Forme féminine hébraïque de la JORDANIE.;
brendan;De Brendanus, la forme Latinisée du nom Bréanainn irlandais qui a été tiré d'un mot gallois signifiant "le prince".;
jaan;Forme estonienne de JOHN.;
olive;Se rapporte aux olives (latin).;
jaap;Diminutif de JACOB.;
eveliina;;
keeley;;
lotte;Forme germanique de Charlotte. Vient du germain "karl", signifie : "fort, vigoureux" Se fête le 17 juillet.;
juvela;;
theodosius;La forme Latinisée du nom grec (Theodosios) qui a signifié "l'octroi à Dieu", tiré "de Dieu" (theos) et (la dose) "l'octroi".;
peregrine;Du Dernier(Tardif) nom latin Peregrinus, qui a signifié "le voyageur".;
aliyah;Sublime (arabe).;
franklyn;Variante de FRANKLIN.;
ninette;Diminutif de NINA.;
keziah;;
piritta;;
reynaldo;Qui gouverne avec sagesse (germanique).;
gemini;Signifie "des jumeaux" en latin.;
esta;;
avice;;
libby;;
saara;Forme finlandaise de SARAH.;
amardad;;
micaiah;;
viljami;Forme finlandaise de WILLIAM.;
jada;;
raelene;Combinaison de RAE et le suffixe de nom populaire lene.;
jade;Désigne une pierre fine du même nom dont la composition (silicate naturel, aluminium et calcium) lui donne une coloration verte. Les espagnols lappelaient piedra de hijada (pierre contre les douleurs rénales). Au fil du temps, le terme «ejade » devint « jade » en français.;
elder;Variante du Helder.;
